From,To,Reason,Transfer Date,Status At Transfer
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Convicted
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
Rolleston,Christchurch,Accepted for Programme,14-Nov-18,Sentenced (Minimum)
MECF,ASCF,Personal Request,14-Nov-18,Sentenced
Rimutaka,Waikeria,Judicial,14-Nov-18,Remand - Accused
Rimutaka,Hawkes Bay,Accepted for Programme,14-Nov-18,Sentenced
OCF,Invercargill,Placement Management,14-Nov-18,Sentenced (Low)
OCF,Invercargill,Personal Request,14-Nov-18,Sentenced (Low Medium)
Rolleston,Christchurch,Accepted for Programme,14-Nov-18,Sentenced (Low)
OCF,Invercargill,Accepted for Programme,14-Nov-18,Sentenced (Minimum)
MECF,NRCF,Population Management,14-Nov-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
MECF,NRCF,Judicial,14-Nov-18,Sentenced (Low Medium)
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,14-Nov-18,Sentenced (Minimum)
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
Rimutaka,Waikeria,Release,14-Nov-18,Sentenced (High)
MECF,NRCF,Population Management,14-Nov-18,Sentenced
MECF,ASCF,Population Management,14-Nov-18,Sentenced
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
Rimutaka,Waikeria,Placement Management,14-Nov-18,Sentenced (Low)
OCF,Invercargill,Personal Request,14-Nov-18,Remand - Accused
MECF,NRCF,Population Management,14-Nov-18,Sentenced
OCF,Invercargill,Personal Request,14-Nov-18,Sentenced (Low Medium)
Rimutaka,Manawatu,Judicial,14-Nov-18,Remand - Accused
Tongariro,Waikeria,Accepted for Programme,14-Nov-18,Sentenced (Low Medium)
Hawkes Bay,Waikeria,Judicial,14-Nov-18,Remand - Accused
Rimutaka,Waikeria,Judicial,14-Nov-18,Remand - Accused
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
MECF,NRCF,Judicial,14-Nov-18,Remand - Accused
MECF,ASCF,Population Management,14-Nov-18,Sentenced
MECF,ASCF,Population Management,14-Nov-18,Sentenced
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
MECF,NRCF,Population Management,14-Nov-18,Sentenced
Hawkes Bay,Waikeria,Placement Management,14-Nov-18,Remand - Accused
Whanganui,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
MECF,ASCF,Population Management,14-Nov-18,Sentenced (High)
Whanganui,Hawkes Bay,Population Management,14-Nov-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
MECF,NRCF,Judicial,14-Nov-18,Remand - Accused
Whanganui,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Convicted
Rimutaka,Hawkes Bay,Accepted for Programme,14-Nov-18,Sentenced (High)
Rimutaka,Manawatu,Personal Request,14-Nov-18,Sentenced (High)
Rimutaka,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Convicted
Hawkes Bay,Waikeria,Judicial,14-Nov-18,Remand - Accused
Hawkes Bay,Waikeria,Release,14-Nov-18,Remand - Convicted
NRCF,MECF,Population Management,14-Nov-18,Remand - Accused
Waikeria,SHCF,Judicial,14-Nov-18,Remand - Convicted
Tongariro,Hawkes Bay,Accepted for Programme,14-Nov-18,Sentenced (Minimum)
MECF,ASCF,Population Management,14-Nov-18,Sentenced
Rimutaka,SHCF,Placement Management,14-Nov-18,Sentenced (Low)
Waikeria,SHCF,In Transit/Multi-Site Move,14-Nov-18,Remand - Accused
OCF,Invercargill,Personal Request,14-Nov-18,Sentenced
Tongariro,Hawkes Bay,Accepted for Programme,14-Nov-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,14-Nov-18,Remand - Accused
Rimutaka,MECF,Judicial,15-Nov-18,Remand - Convicted
MECF,ASCF,Population Management,15-Nov-18,Sentenced (High)
MECF,SHCF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
ASCF,SHCF,In Transit/Multi-Site Move,15-Nov-18,Sentenced (Low)
SHCF,MECF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Sentenced
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
MECF,ASCF,Judicial,15-Nov-18,Sentenced
MECF,ASCF,Population Management,15-Nov-18,Sentenced
MECF,ASCF,Population Management,15-Nov-18,Sentenced
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
Auckland,SHCF,Accepted for Programme,15-Nov-18,Sentenced (High)
Whanganui,Rimutaka,Population Management,15-Nov-18,Remand - Accused
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
Hawkes Bay,MECF,Release,15-Nov-18,Sentenced (Minimum)
Hawkes Bay,MECF,Release,15-Nov-18,Sentenced (Minimum)
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Remand - Accused
NRCF,MECF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Remand - Accused
Whanganui,Rimutaka,Population Management,15-Nov-18,Sentenced (Low)
Rimutaka,MECF,Placement Management,15-Nov-18,Remand - Accused
MECF,NRCF,Judicial,15-Nov-18,Remand - Convicted
MECF,SHCF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
Auckland,SHCF,Judicial,15-Nov-18,Remand - Convicted
ASCF,SHCF,Accepted for Programme,15-Nov-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
ASCF,SHCF,Accepted for Programme,15-Nov-18,Sentenced (Low)
MECF,Auckland,Population Management,15-Nov-18,Sentenced (High)
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
MECF,NRCF,Population Management,15-Nov-18,Sentenced
ASCF,SHCF,Accepted for Programme,15-Nov-18,Sentenced (High)
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
NRCF,MECF,Release,15-Nov-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,15-Nov-18,Remand - Accused
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
Rimutaka,MECF,Judicial,15-Nov-18,Remand - Convicted
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
MECF,NRCF,Population Management,15-Nov-18,Sentenced (Low Medium)
SHCF,MECF,Judicial,15-Nov-18,Remand - Convicted
NRCF,MECF,Population Management,15-Nov-18,Remand - Accused
NRCF,MECF,In Transit/Multi-Site Move,15-Nov-18,Remand - Accused
Rolleston,Christchurch,Accepted for Programme,15-Nov-18,Sentenced (Minimum)
SHCF,MECF,Judicial,15-Nov-18,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,15-Nov-18,Sentenced (Minimum)
SHCF,Waikeria,Judicial,16-Nov-18,Remand - Accused
SHCF,Waikeria,Accepted for Programme,16-Nov-18,Sentenced (Low)
MECF,NRCF,Judicial,16-Nov-18,Remand - Accused
Waikeria,SHCF,Population Management,16-Nov-18,Remand - Accused
SHCF,Waikeria,Judicial,16-Nov-18,Remand - Accused
Waikeria,SHCF,In Transit/Multi-Site Move,16-Nov-18,Remand - Accused
Waikeria,SHCF,Population Management,16-Nov-18,Remand - Accused
NRCF,MECF,Population Management,16-Nov-18,Remand - Accused
Waikeria,SHCF,In Transit/Multi-Site Move,16-Nov-18,Remand - Accused
NRCF,MECF,Population Management,16-Nov-18,Remand - Accused
SHCF,Waikeria,Judicial,16-Nov-18,Remand - Accused
SHCF,Waikeria,Judicial,16-Nov-18,Remand - Accused
Waikeria,SHCF,Population Management,16-Nov-18,Sentenced
Waikeria,SHCF,Population Management,16-Nov-18,Sentenced
SHCF,Waikeria,Judicial,16-Nov-18,Remand - Accused
NRCF,MECF,Population Management,16-Nov-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,16-Nov-18,Remand - Accused
NRCF,MECF,Placement Management,16-Nov-18,Sentenced (High)
Waikeria,SHCF,Population Management,16-Nov-18,Sentenced
NRCF,MECF,In Transit/Multi-Site Move,16-Nov-18,Sentenced (Low)
NRCF,MECF,In Transit/Multi-Site Move,16-Nov-18,Sentenced (Low)
NRCF,MECF,Population Management,16-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
NRCF,Auckland,Accepted for Programme,19-Nov-18,Sentenced (Low)
SHCF,MECF,Judicial,19-Nov-18,Remand - Accused
MECF,NRCF,Judicial,19-Nov-18,Remand - Accused
NRCF,Auckland,Accepted for Programme,19-Nov-18,Sentenced (Minimum)
SHCF,MECF,Judicial,19-Nov-18,Remand - Accused
SHCF,MECF,Release,19-Nov-18,Sentenced
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
MECF,NRCF,Population Management,19-Nov-18,Remand - Convicted
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
MECF,NRCF,Population Management,19-Nov-18,Remand - Accused
NRCF,Auckland,Accepted for Programme,19-Nov-18,Sentenced
MECF,NRCF,Judicial,19-Nov-18,Remand - Accused
NRCF,Auckland,Accepted for Programme,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Remand - Convicted
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Sentenced (Low Medium)
Invercargill,OCF,In Transit/Multi-Site Move,19-Nov-18,Sentenced (Low)
NRCF,MECF,Judicial,19-Nov-18,Remand - Accused
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,NRCF,Population Management,19-Nov-18,Remand - Convicted
MECF,NRCF,Population Management,19-Nov-18,Remand - Convicted
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
NRCF,MECF,Release,19-Nov-18,Sentenced (Low Medium)
Auckland,ASCF,Personal Request,19-Nov-18,Sentenced (High)
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Remand - Convicted
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Remand - Convicted
NRCF,Auckland,Accepted for Programme,19-Nov-18,Sentenced (Minimum)
MECF,NRCF,Population Management,19-Nov-18,Remand - Convicted
MECF,NRCF,Population Management,19-Nov-18,Remand - Convicted
MECF,Hawkes Bay,Judicial,19-Nov-18,Remand - Accused
SHCF,MECF,Judicial,19-Nov-18,Remand - Accused
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
ASCF,Auckland,Placement Management,19-Nov-18,Sentenced
Auckland,SHCF,In Transit/Multi-Site Move,19-Nov-18,Sentenced (Maximum)
NRCF,MECF,Release,19-Nov-18,Sentenced (Low)
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Remand - Accused
Auckland,ASCF,Personal Request,19-Nov-18,Sentenced (High)
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Sentenced (Low)
MECF,SHCF,Accepted for Programme,19-Nov-18,Sentenced (Low Medium)
NRCF,SHCF,In Transit/Multi-Site Move,19-Nov-18,Sentenced (Low)
MECF,NRCF,Judicial,19-Nov-18,Remand - Accused
NRCF,MECF,Population Management,19-Nov-18,Remand - Accused
MECF,NRCF,Judicial,19-Nov-18,Remand - Accused
MECF,NRCF,Judicial,19-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
Christchurch,OCF,Population Management,20-Nov-18,Remand - Accused
Manawatu,Whanganui,Judicial,20-Nov-18,Remand - Accused
SHCF,Tongariro,Accepted for Programme,20-Nov-18,Remand - Accused
Waikeria,Tongariro,Accepted for Programme,20-Nov-18,Remand - Convicted
Hawkes Bay,Manawatu,Judicial,20-Nov-18,Remand - Accused
SHCF,Whanganui,Personal Request,20-Nov-18,Sentenced (Low Medium)
Christchurch,OCF,Population Management,20-Nov-18,Remand - Accused
Tongariro,Rimutaka,Population Management,20-Nov-18,Sentenced (Low)
Waikeria,Rimutaka,Population Management,20-Nov-18,Sentenced (High)
Hawkes Bay,Manawatu,Judicial,20-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
Tongariro,Rimutaka,Release,20-Nov-18,Sentenced (Low Medium)
Christchurch,OCF,Population Management,20-Nov-18,Remand - Accused
Waikeria,Rimutaka,Population Management,20-Nov-18,Sentenced
Waikeria,Tongariro,Placement Management,20-Nov-18,Sentenced
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
OCF,Christchurch,Release,20-Nov-18,Sentenced (Low)
Christchurch,OCF,Population Management,20-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
Waikeria,Rimutaka,Population Management,20-Nov-18,Sentenced (Low Medium)
Hawkes Bay,Tongariro,Personal Request,20-Nov-18,Sentenced
OCF,Christchurch,Placement Management,20-Nov-18,Sentenced (High)
Christchurch,OCF,Population Management,20-Nov-18,Sentenced
OCF,Christchurch,Population Management,20-Nov-18,Sentenced
Christchurch,OCF,Population Management,20-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,20-Nov-18,Remand - Accused
SHCF,Whanganui,Judicial,20-Nov-18,Remand - Accused
ASCF,Auckland,Placement Management,20-Nov-18,Sentenced (Low Medium)
SHCF,Tongariro,Accepted for Programme,20-Nov-18,Sentenced (Low)
NRCF,Whanganui,Judicial,20-Nov-18,Sentenced (Low)
Waikeria,Rimutaka,Population Management,20-Nov-18,Sentenced
Manawatu,Rimutaka,Population Management,20-Nov-18,Sentenced (Low Medium)
Waikeria,Whanganui,Accepted for Programme,20-Nov-18,Sentenced (High)
Hawkes Bay,Whanganui,Judicial,20-Nov-18,Remand - Convicted
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Manawatu,Waikeria,Accepted for Programme,21-Nov-18,Sentenced (Low Medium)
NRCF,MECF,In Transit/Multi-Site Move,21-Nov-18,Sentenced
Whanganui,Rimutaka,Personal Request,21-Nov-18,Sentenced (Low Medium)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,21-Nov-18,Sentenced (Low Medium)
Whanganui,Hawkes Bay,Personal Request,21-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
NRCF,MECF,Population Management,21-Nov-18,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,21-Nov-18,Sentenced
Manawatu,Waikeria,Judicial,21-Nov-18,Remand - Accused
Invercargill,OCF,In Transit/Multi-Site Move,21-Nov-18,Sentenced (Low Medium)
Hawkes Bay,Tongariro,Accepted for Programme,21-Nov-18,Sentenced (Low)
Invercargill,OCF,In Transit/Multi-Site Move,21-Nov-18,Sentenced (Low)
Waikeria,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
OCF,Invercargill,Placement Management,21-Nov-18,Sentenced (Minimum)
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
NRCF,MECF,Population Management,21-Nov-18,Remand - Accused
Rimutaka,Manawatu,Judicial,21-Nov-18,Remand - Accused
Rimutaka,SHCF,Medical,21-Nov-18,Remand - Convicted
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
Hawkes Bay,Tongariro,Population Management,21-Nov-18,Sentenced (Minimum)
MECF,NRCF,Judicial,21-Nov-18,Remand - Convicted
Manawatu,SHCF,Release,21-Nov-18,Remand - Accused
Manawatu,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Rimutaka,Hawkes Bay,Placement Management,21-Nov-18,Remand - Convicted
Rimutaka,Whanganui,Judicial,21-Nov-18,Sentenced
Rimutaka,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Convicted
Hawkes Bay,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Tongariro,SHCF,In Transit/Multi-Site Move,21-Nov-18,Sentenced (Low)
NRCF,MECF,Population Management,21-Nov-18,Remand - Accused
NRCF,MECF,Judicial,21-Nov-18,Sentenced (Low)
Waikeria,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
MECF,NRCF,Judicial,21-Nov-18,Remand - Convicted
Rimutaka,Tongariro,Accepted for Programme,21-Nov-18,Sentenced (High)
NRCF,MECF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Manawatu,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Whanganui,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Convicted
Hawkes Bay,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Convicted
Manawatu,SHCF,In Transit/Multi-Site Move,21-Nov-18,Remand - Accused
Christchurch,Rolleston,Population Management,21-Nov-18,Sentenced
Rimutaka,SHCF,Judicial,21-Nov-18,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,21-Nov-18,Sentenced
Whanganui,Hawkes Bay,Accepted for Programme,21-Nov-18,Sentenced
Manawatu,Christchurch,Judicial,21-Nov-18,Remand - Accused
MECF,NRCF,Judicial,21-Nov-18,Remand - Accused
Rimutaka,Tongariro,Personal Request,21-Nov-18,Sentenced (High)
Rimutaka,MECF,Judicial,22-Nov-18,Remand - Accused
Arohata,ARWCF,Placement Review,22-Nov-18,Sentenced (Low Medium)
Hawkes Bay,SHCF,Personal Request,22-Nov-18,Sentenced (Low Medium)
ASCF,MECF,Release,22-Nov-18,Sentenced (Minimum)
OCF,Christchurch,Accepted for Programme,22-Nov-18,Sentenced
MECF,NRCF,Population Management,22-Nov-18,Sentenced
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,22-Nov-18,Remand - Convicted
SHCF,MECF,Judicial,22-Nov-18,Remand - Convicted
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
Hawkes Bay,MECF,Judicial,22-Nov-18,Remand - Accused
MECF,NRCF,Population Management,22-Nov-18,Remand - Accused
SHCF,MECF,Judicial,22-Nov-18,
Arohata,ARWCF,Judicial,22-Nov-18,Remand - Accused
Rimutaka,MECF,Judicial,22-Nov-18,Remand - Accused
Christchurch,OCF,Population Management,22-Nov-18,Sentenced
Rimutaka,MECF,Judicial,22-Nov-18,Remand - Accused
Manawatu,Hawkes Bay,Population Management,22-Nov-18,Remand - Accused
Christchurch,Rolleston,Population Management,22-Nov-18,Sentenced
Christchurch,OCF,Population Management,22-Nov-18,Sentenced
Auckland,SHCF,Personal Request,22-Nov-18,Sentenced (Low Medium)
SHCF,Rimutaka,Population Management,22-Nov-18,Sentenced (High)
NRCF,Auckland,Accepted for Programme,22-Nov-18,Remand - Convicted
SHCF,MECF,Judicial,22-Nov-18,Remand - Convicted
Christchurch,OCF,Population Management,22-Nov-18,Remand - Convicted
Christchurch,OCF,Population Management,22-Nov-18,Remand - Accused
MECF,NRCF,Population Management,22-Nov-18,Remand - Convicted
MECF,NRCF,Population Management,22-Nov-18,Remand - Convicted
NRCF,MECF,In Transit/Multi-Site Move,22-Nov-18,Sentenced
SHCF,MECF,Judicial,22-Nov-18,In Transit
NRCF,Auckland,Accepted for Programme,22-Nov-18,Sentenced (Low)
NRCF,Auckland,Population Management,22-Nov-18,Sentenced (Low)
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
SHCF,ASCF,Placement Management,22-Nov-18,Sentenced (Low Medium)
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
MECF,NRCF,Judicial,22-Nov-18,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,22-Nov-18,Sentenced (Minimum)
SHCF,MECF,Judicial,22-Nov-18,Remand - Convicted
MECF,SHCF,In Transit/Multi-Site Move,22-Nov-18,Remand - Accused
OCF,Rolleston,Placement Review,22-Nov-18,Recall Outstanding
NRCF,MECF,Medical,22-Nov-18,Remand - Accused
Christchurch,OCF,Placement Management,22-Nov-18,Sentenced (Minimum)
Christchurch,OCF,Population Management,22-Nov-18,Remand - Convicted
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
MECF,NRCF,Population Management,22-Nov-18,Remand - Accused
SHCF,MECF,Judicial,22-Nov-18,Remand - Convicted
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
SHCF,MECF,Accepted for Programme,22-Nov-18,Sentenced (High)
NRCF,MECF,In Transit/Multi-Site Move,22-Nov-18,Sentenced (Low)
SHCF,MECF,Judicial,22-Nov-18,Remand - Accused
Christchurch,OCF,Population Management,22-Nov-18,Sentenced
Tongariro,SHCF,In Transit/Multi-Site Move,22-Nov-18,Sentenced (Low)
MECF,NRCF,Population Management,22-Nov-18,Remand - Convicted
Auckland,SHCF,Placement Management,22-Nov-18,Sentenced (High)
NRCF,Auckland,Accepted for Programme,22-Nov-18,Sentenced (Low)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,22-Nov-18,Sentenced (High)
NRCF,MECF,Population Management,23-Nov-18,Remand - Accused
SHCF,Waikeria,Accepted for Programme,23-Nov-18,Remand - Accused
MECF,NRCF,Population Management,23-Nov-18,Remand - Convicted
NRCF,MECF,Medical,23-Nov-18,Sentenced (Minimum)
NRCF,MECF,Population Management,23-Nov-18,Remand - Accused
SHCF,Rimutaka,Population Management,23-Nov-18,Remand - Accused
MECF,NRCF,Population Management,23-Nov-18,Remand - Accused
SHCF,Waikeria,Accepted for Programme,23-Nov-18,Remand - Accused
SHCF,Waikeria,Accepted for Programme,23-Nov-18,Sentenced (High)
Manawatu,Rimutaka,Judicial,23-Nov-18,Remand - Accused
MECF,NRCF,Judicial,23-Nov-18,Remand - Accused
